date,market,TSLA,NVDA,WMT,F,AAPL,GOOG,MSTR,PG,GLD,AMZN,XOM,BRK-B,BRK-A,XLK,BA,JPM,CAT,TGT,DAL,UAL,AAL,LUV,ALK,JNK,VCIT,rf
2023-10-06,0.0052186640630718095,0.03549281581538266,0.021883738234616867,-0.023048188817512028,-0.025182769958457252,0.021525325678113383,0.026337304028968722,0.03380977779959515,-0.007576312612839531,2.947424318111569e-4,-0.01158664878420601,-0.07316432640602288,-0.004998822976033823,-0.004801500113644996,0.01526939159021623,-0.0023957671503774813,0.01669787860833516,-0.02090398849405406,-0.015746447346430603,0.015089087841642979,0.004805400482272404,7.843316770066444e-4,-0.004045557066508887,-0.04778718568366869,-0.003357851659776867,-0.005456172524303526,0.0010284615479982816
2023-10-13,0.004562962183455088,-0.03611869537557888,-0.006577658783241569,0.021865720987334747,-0.015833144230887886,0.007662280215683159,-0.0010812938821401774,-0.06578983764998614,0.004164185953289046,0.05380085472598517,0.014301298958685482,0.025193648688331294,-0.0036091702177547536,-0.0051862777751343625,0.002437302856045598,-0.013181775837010301,0.019986232695107686,0.0071417251470053955,0.06637470455736105,-0.0757989155366976,-0.07412717591446472,-0.08150469774279645,-0.06314604606932017,-0.05702880004002875,0.0014598793914868402,0.011640234313756936,0.0010246153978201058
2023-10-20,-0.02389341151180191,-0.15582187951924364,-0.08961516500125954,-0.006694690150998217,-0.01439474130023466,-0.03337977669001968,-0.013277599841645893,0.09370876449519305,0.029680342537553583,0.02661742693115232,-0.0355959269294539,0.011012998174791733,-0.026746677922505402,-0.022383776544863232,-0.027812228704706787,-0.026337192577615465,-0.03412157537915772,-0.06513521022510393,-0.028129976017012948,-0.054838726418766415,-0.09375002463001769,-0.05460753658199391,-0.04611751288647248,-0.03175080879196024,-0.011999262394408294,-0.019309178005726735,0.0010192308059105506
2023-10-27,-0.024953126281073823,-0.02212369602281783,-0.021431918930602922,0.01518014116815869,-0.1443299513989682,-0.02695527020025268,-0.09755739933691865,0.16871617311473686,-0.006011701282309212,0.013944101583194035,0.020532074238392317,-0.04978383455886204,-0.012356321316873586,-0.014921722113502955,-0.017201484057035143,-0.001943961662841942,-0.05078702310320826,-0.0426967413758802,-0.014702008990622017,-0.04902274808281015,-0.033912756384562814,-0.014440419540958982,-0.0768595744937085,-0.024047484283435616,0.00578865981565535,0.006877593306793717,0.0010201922746805045
2023-11-03,0.05846403257224386,0.061070928488835996,0.11123461778705379,0.021654244696605707,0.07677275469603617,0.050112940259650074,0.05648282437760743,0.11601440461845103,0.019774595335007916,-0.007305939591423449,0.08501650556881901,0.02112719758448489,0.06059511808898188,0.06047181524708223,0.06603791408708193,0.08548055207111593,0.05387269928362626,0.00918006956071693,0.05241079044155739,0.08809139533670729,0.10648957619953103,0.09706954748503338,0.06087728864771669,0.07392004394531249,0.03551507519358643,0.02239415873545969,0.0010101922658773568
2023-11-10,0.01361893105921741,-0.02414081039872984,0.07399181664910448,0.009291779197153405,-0.06628781621230784,0.05658408919643865,0.028304257186227533,0.12166535420465863,0.008929112155101393,-0.028572969160300832,0.03578637255884165,-0.037390783175789144,-0.003553054230051589,-0.0036136114571527767,0.04517907267716037,0.008202977798990263,0.023986188474192094,-0.00444436216697075,-0.04005313759687168,0.021289564754825907,0.012796677643625465,-0.015024988178577559,-0.02278478721007704,0.020858072693622942,-0.005808895840450745,-2.6292224483481785e-4,0.0010096153846153846
2023-11-17,0.023104305297608763,0.09154441981838457,0.019923428414286404,-0.06522655373724351,0.041582322617509826,0.017650286058301434,0.021482788094852046,-0.04509206278045719,-0.002245466226838966,0.02317421753333604,0.011284446536203863,0.020913525364447683,0.02387607021759086,0.023132776572423408,0.018271081837822,0.057920161419603655,0.04363842736354373,0.055866132869326846,0.211440705070699,0.05871969267913335,0.04659111779059644,0.04152540366083235,0.07124354708727787,0.07297139878809311,0.009039618845307684,0.01880845381370233,0.0010063461156991813
2023-11-24,0.0100046033107144,0.004908211188671352,-0.030873356308141142,0.0045704731341835725,0.0126578946046072,0.0014760361335988126,0.009347166415712982,0.06996825505418736,0.002051925399703336,0.010072445810196617,0.010745370547487587,-0.0037157125666856805,0.010447719824259183,0.009757621418989615,0.008807303718843196,0.05748897856104862,0.004711510383237583,-0.022562888707239548,0.012087218058281834,0.001109147291488588,-0.001257526136098197,0.0016273765521359618,0.002418395270824103,0.011969599061393499,0.00371463125546434,0.0019365201882810545,0.0010101922658773568
2023-12-01,0.008346354544006118,0.014355510412495498,-0.021161298178681953,-0.011021512885459606,0.017307964269753118,0.0066852545537046115,-0.03545063723812025,0.014301155635386031,0.008455575038386787,0.03498269774101326,0.0019762387575099627,-0.015109489496645478,-0.015468141239810662,-0.012895359417652408,0.0063446285250066126,0.06304543235085225,0.021492656788883346,0.038001452152940596,0.02525491275939995,0.054016743621788654,0.013346829670448868,0.057676686754254414,0.07318052100114358,0.06801071847873152,0.017299895068536575,0.021172460946005334,0.0010028846447284405
2023-12-08,0.00239585448281443,0.020977241001655766,0.015934322884946228,-0.01891727083435757,0.0406425192642319,0.023373847367327505,0.024902495687803228,0.13589670649105035,-0.049194313210839336,-0.03317533096935077,0.002652515764717256,-0.03340126910930141,-0.011174337441145488,-0.00445047509835661,0.005819650179931468,0.04630778662148605,0.01071164394796753,0.010671294509533302,0.00304196067611584,0.060446712507503664,0.018141140948981782,0.05683561790329361,0.08917194264483697,-0.10369994914056968,-0.001398607088859083,-6.328496025937991e-4,0.0010063461156991813
